3	応	0,27726433	68,48428835
2	倍	0,18484288	68,66913124
2	唱	0,18484288	68,85397412
2	試	0,18484288	69,03881701
2	本	0,18484288	69,22365989
2	民	0,18484288	69,40850277
2	衆	0,18484288	69,59334566
2	疑	0,18484288	69,77818854
2	聖	0,18484288	69,96303142
2	七	0,18484288	70,14787431
2	単	0,18484288	70,33271719
2	頭	0,18484288	70,51756007
2	器	0,18484288	70,70240296
2	等	0,18484288	70,88724584
2	武	0,18484288	71,07208872
2	耐	0,18484288	71,25693161
2	実	0,18484288	71,44177449
2	呼	0,18484288	71,62661738
2	純	0,18484288	71,81146026
2	通	0,18484288	71,99630314
2	死	0,18484288	72,18114603
2	関	0,18484288	72,36598891
2	界	0,18484288	72,55083179
2	基	0,18484288	72,73567468
2	切	0,18484288	72,92051756
2	価	0,18484288	73,10536044
2	御	0,18484288	73,29020333
2	木	0,18484288	73,47504621
2	値	0,18484288	73,65988909
2	下	0,18484288	73,84473198
2	筋	0,18484288	74,02957486
2	熟	0,18484288	74,21441774
2	専	0,18484288	74,39926063
2	血	0,18484288	74,58410351
2	付	0,18484288	74,76894640
2	可	0,18484288	74,95378928
2	途	0,18484288	75,13863216
2	防	0,18484288	75,32347505
2	型	0,18484288	75,50831793
2	肉	0,18484288	75,69316081
2	噂	0,18484288	75,87800370
2	起	0,18484288	76,06284658
2	連	0,18484288	76,24768946
2	面	0,18484288	76,43253235
2	少	0,18484288	76,61737523
2	災	0,18484288	76,80221811
2	害	0,18484288	76,98706100
2	復	0,18484288	77,17190388
2	全	0,18484288	77,35674677
2	認	0,18484288	77,54158965
2	再	0,18484288	77,72643253
2	辺	0,18484288	77,91127542
2	捕	0,18484288	78,09611830
2	行	0,18484288	78,28096118
2	便	0,18484288	78,46580407
2	程	0,18484288	78,65064695
2	日	0,18484288	78,83548983
2	赤	0,18484288	79,02033272
2	困	0,18484288	79,20517560
2	拒	0,18484288	79,39001848
2	否	0,18484288	79,57486137
2	数	0,18484288	79,75970425
2	訳	0,18484288	79,94454713
2	入	0,18484288	80,12939002
2	経	0,18484288	80,31423290
2	議	0,18484288	80,49907579
2	親	0,18484288	80,68391867
2	達	0,18484288	80,86876155
2	命	0,18484288	81,05360444
2	願	0,18484288	81,23844732
2	移	0,18484288	81,42329020
2	省	0,18484288	81,60813309
2	父	0,18484288	81,79297597
2	結	0,18484288	81,97781885
2	譲	0,18484288	82,16266174
2	得	0,18484288	82,34750462
2	消	0,18484288	82,53234750
2	略	0,18484288	82,71719039
2	形	0,18484288	82,90203327
2	城	0,18484288	83,08687616
2	納	0,18484288	83,27171904
1	驚	0,09242144	83,36414048
1	奪	0,09242144	83,45656192
1	十	0,09242144	83,54898336
1	囲	0,09242144	83,64140481
1	識	0,09242144	83,73382625
1	範	0,09242144	83,82624769
1	脳	0,09242144	83,91866913
1	邪	0,09242144	84,01109057
1	皮	0,09242144	84,10351201
1	費	0,09242144	84,19593346
1	射	0,09242144	84,28835490
1	逸	0,09242144	84,38077634
1	小	0,09242144	84,47319778
1	加	0,09242144	84,56561922
1	断	0,09242144	84,65804067
1	暮	0,09242144	84,75046211
1	枚	0,09242144	84,84288355
1	育	0,09242144	84,93530499
1	構	0,09242144	85,02772643
1	苔	0,09242144	85,12014787
1	燃	0,09242144	85,21256932
1	食	0,09242144	85,30499076
1	毎	0,09242144	85,39741220
1	秒	0,09242144	85,48983364
1	料	0,09242144	85,58225508
1	持	0,09242144	85,67467652
1	減	0,09242144	85,76709797
1	種	0,09242144	85,85951941
1	量	0,09242144	85,95194085
1	駕	0,09242144	86,04436229
1	長	0,09242144	86,13678373
1	内	0,09242144	86,22920518
1	容	0,09242144	86,32162662
1	定	0,09242144	86,41404806
1	受	0,09242144	86,50646950
1	番	0,09242144	86,59889094
1	礎	0,09242144	86,69131238
1	凌	0,09242144	86,78373383
1	遥	0,09242144	86,87615527
1	習	0,09242144	86,96857671
1	称	0,09242144	87,06099815
1	空	0,09242144	87,15341959
1	上	0,09242144	87,24584104
1	浮	0,09242144	87,33826248
1	視	0,09242144	87,43068392
1	置	0,09242144	87,52310536
1	測	0,09242144	87,61552680
1	軸	0,09242144	87,70794824
1	近	0,09242144	87,80036969
1	歩	0,09242144	87,89279113
1	混	0,09242144	87,98521257
1	疫	0,09242144	88,07763401
1	免	0,09242144	88,17005545
1	細	0,09242144	88,26247689
1	重	0,09242144	88,35489834
1	胞	0,09242144	88,44731978
1	骨	0,09242144	88,53974122
1	始	0,09242144	88,63216266
1	液	0,09242144	88,72458410
1	難	0,09242144	88,81700555
1	込	0,09242144	88,90942699
1	管	0,09242144	89,00184843
1	像	0,09242144	89,09426987
1	雪	0,09242144	89,18669131
1	想	0,09242144	89,27911275
1	統	0,09242144	89,37153420
1	男	0,09242144	89,46395564
1	瞳	0,09242144	89,55637708
1	眼	0,09242144	89,64879852
1	神	0,09242144	89,74121996
1	蝠	0,09242144	89,83364140
1	蝙	0,09242144	89,92606285
1	玉	0,09242144	90,01848429
1	治	0,09242144	90,11090573
1	獲	0,09242144	90,20332717
1	提	0,09242144	90,29574861
1	指	0,09242144	90,38817006
1	酷	0,09242144	90,48059150
1	月	0,09242144	90,57301294
1	存	0,09242144	90,66543438
1	依	0,09242144	90,75785582
1	済	0,09242144	90,85027726
1	明	0,09242144	90,94269871
1	仮	0,09242144	91,03512015
1	匿	0,09242144	91,12754159
1	秘	0,09242144	91,21996303
1	示	0,09242144	91,31238447
1	返	0,09242144	91,40480591
1	占	0,09242144	91,49722736
1	独	0,09242144	91,58964880
1	産	0,09242144	91,68207024
1	去	0,09242144	91,77449168
1	過	0,09242144	91,86691312
1	掛	0,09242144	91,95933457
1	風	0,09242144	92,05175601
1	繋	0,09242144	92,14417745
1	承	0,09242144	92,23659889
1	限	0,09242144	92,32902033
1	制	0,09242144	92,42144177
1	活	0,09242144	92,51386322
1	部	0,09242144	92,60628466
1	終	0,09242144	92,69870610
1	会	0,09242144	92,79112754
1	纏	0,09242144	92,88354898
1	書	0,09242144	92,97597043
1	屋	0,09242144	93,06839187
1	尋	0,09242144	93,16081331
1	針	0,09242144	93,25323475
1	色	0,09242144	93,34565619
1	陰	0,09242144	93,43807763
1	処	0,09242144	93,53049908
1	帰	0,09242144	93,62292052
1	古	0,09242144	93,71534196
1	今	0,09242144	93,80776340
1	砂	0,09242144	93,90018484
1	青	0,09242144	93,99260628
1	雇	0,09242144	94,08502773
1	準	0,09242144	94,17744917
1	謎	0,09242144	94,26987061
1	計	0,09242144	94,36229205
1	協	0,09242144	94,45471349
1	領	0,09242144	94,54713494
1	欲	0,09242144	94,63955638
1	劣	0,09242144	94,73197782
1	申	0,09242144	94,82439926
1	営	0,09242144	94,91682070
1	地	0,09242144	95,00924214
1	正	0,09242144	95,10166359
1	凄	0,09242144	95,19408503
1	相	0,09242144	95,28650647
1	厳	0,09242144	95,37892791
1	苦	0,09242144	95,47134935
1	直	0,09242144	95,56377079
1	端	0,09242144	95,65619224
1	渡	0,09242144	95,74861368
1	由	0,09242144	95,84103512
1	影	0,09242144	95,93345656
1	半	0,09242144	96,02587800
1	世	0,09242144	96,11829945
1	異	0,09242144	96,21072089
1	微	0,09242144	96,30314233
1	覆	0,09242144	96,39556377
1	文	0,09242144	96,48798521
1	別	0,09242144	96,58040665
1	業	0,09242144	96,67282810
1	積	0,09242144	96,76524954
1	尽	0,09242144	96,85767098
1	調	0,09242144	96,95009242
1	兼	0,09242144	97,04251386
1	則	0,09242144	97,13493530
1	罰	0,09242144	97,22735675
1	教	0,09242144	97,31977819
1	段	0,09242144	97,41219963
1	縛	0,09242144	97,50462107
1	払	0,09242144	97,59704251
1	誤	0,09242144	97,68946396
1	如	0,09242144	97,78188540
1	派	0,09242144	97,87430684
1	各	0,09242144	97,96672828
1	拭	0,09242144	98,05914972
1	負	0,09242144	98,15157116
1	働	0,09242144	98,24399261
1	造	0,09242144	98,33641405
1	模	0,09242144	98,42883549
1	決	0,09242144	98,52125693
1	駆	0,09242144	98,61367837
1	安	0,09242144	98,70609982
1	遣	0,09242144	98,79852126
1	保	0,09242144	98,89094270
1	従	0,09242144	98,98336414
1	引	0,09242144	99,07578558
1	表	0,09242144	99,16820702
1	代	0,09242144	99,26062847
1	護	0,09242144	99,35304991
1	完	0,09242144	99,44547135
1	戻	0,09242144	99,53789279
1	逆	0,09242144	99,63031423
1	失	0,09242144	99,72273567
1	恐	0,09242144	99,81515712
1	際	0,09242144	99,90757856
1	口	0,09242144	100,00000000
